Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,88.33000183105469,91.22000122070312,88.29000091552734,91.16000366210938,82.29631805419922,2997400
2022-01-04,92.05000305175781,96.2699966430664,91.6500015258789,95.3499984741211,86.0788803100586,5716500
2022-01-05,97.0,97.33000183105469,93.55000305175781,93.5999984741211,84.4990463256836,6632100
2022-01-06,97.25,97.4000015258789,94.56999969482422,95.5199966430664,86.23237609863281,5254700
2022-01-07,96.01000213623047,98.2699966430664,94.88999938964844,98.16000366210938,88.61568450927734,6277800
2022-01-10,98.36000061035156,99.30999755859375,96.02999877929688,98.05999755859375,88.52540588378906,5381700
2022-01-11,99.3499984741211,102.44000244140625,97.43000030517578,102.19999694824219,92.26285552978516,4866400
2022-01-12,103.29000091552734,103.5,101.25,102.7699966430664,92.77745819091797,3953900
2022-01-13,101.5,103.3499984741211,100.62000274658203,102.0,92.75924682617188,3469200
2022-01-14,102.12999725341797,106.0199966430664,102.12999725341797,105.62999725341797,96.06039428710938,4981800
2022-01-18,107.5999984741211,107.98999786376953,104.31999969482422,105.66999816894531,96.09676361083984,6205400
2022-01-19,106.77999877929688,107.16999816894531,103.05000305175781,105.12999725341797,95.6056900024414,4935500
2022-01-20,103.73999786376953,107.81999969482422,103.05000305175781,103.5,94.12336730957031,4863500
2022-01-21,102.38999938964844,102.54000091552734,99.44999694824219,100.62999725341797,91.51338195800781,3801600
2022-01-24,97.5199966430664,103.04000091552734,95.93000030517578,102.30999755859375,93.04117584228516,5916700
2022-01-25,102.25,107.69999694824219,99.36000061035156,106.94000244140625,97.25172424316406,4764900
2022-01-26,107.66999816894531,109.9000015258789,106.06999969482422,107.52999877929688,97.78827667236328,5122500
2022-01-27,109.66999816894531,111.27999877929688,107.75,109.75,99.80712890625,6217600
2022-01-28,109.75,110.94999694824219,107.41999816894531,109.69999694824219,99.76166534423828,3832600
2022-01-31,110.52999877929688,113.19999694824219,107.68000030517578,111.4800033569336,101.38041687011719,5685000
2022-02-01,110.18000030517578,114.93000030517578,109.97000122070312,113.18000030517578,102.9263916015625,4590900
2022-02-02,112.54000091552734,113.26000213623047,109.26000213623047,112.91999816894531,102.68994903564453,4368300
2022-02-03,112.25,112.97000122070312,109.94999694824219,111.77999877929688,101.65322875976562,3569000
2022-02-04,113.30999755859375,116.52999877929688,112.93000030517578,113.69999694824219,103.39927673339844,3708300
2022-02-07,113.33999633789062,116.29000091552734,111.41000366210938,114.69000244140625,104.29960632324219,3282800
